title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
weapons satellites,"examines the development of weapons satellites which are not yet in use but which, when deployed, can use laser beams to attack large targets, disrupt the weather, or eliminate nuclear missiles in flight",from space race to arms race and back again -- the high ground and its perils -- inside weapons satellites -- the future,"['space warfare', 'space weapons', 'astronautics, military']","['space weapons', 'space warfare']",u,"{'space warfare': 2, 'space weapons': 1, 'astronautics, military': 162}"
spy satellites,"examines the history, technology, and uses of spy satellites, looking especially at the various reconnaissance satellite programs of the united states, from the mid-twentieth century to the present",a cold war in space -- corona -- inside a spy satellite -- eyes in the sky,['space surveillance'],"['space surveillance', 'artificial satellites, american', 'artificial satellites']",u,{'space surveillance': 1}
ancient egyptian war and weapons,"presents an overview of war in ancient egypt, including noteworthy wars, weaponry, types of fighting, and the importance of warfare in ancient egyptian society","who were the egyptians? -- the first armies -- metal weapons -- invaders with new weapons -- the new army -- the soldier's life -- into battle -- the chariots -- axemen and archers -- swords, spears and stones -- mercenaries -- forts and sieges -- army on the march -- foreign wars -- queen-commander -- war at sea -- the general -- last of the warrior-pharaohs -- egypt invaded -- how do we know?",['military art and science'],"['military history, ancient', 'weapons, ancient', 'military history']",u,{'military art and science': 10}
war and conflict,"gives an overview of the history of war, the consequences of war and conflict, and the rights and wrongs of both, and includes information about terrorism, refugees, and prevention of military violence",the history of war -- war and conflict today -- war crimes -- what do people say about war and conflict? -- what is being done? -- facts and figures,"['war', 'military history']","['war (philosophy)', 'war (international law)', 'war and society']",u,"{'war': 8, 'military history': 13}"
us air force fighting vehicles,provides an overview of the types of vehicles used by the united states air force and their purposes,the air force fleet -- earning their wings -- bombs away -- fearsome fighters -- stealthy birds -- a is for attack -- strategic airlift -- hercules knockoffs -- hovering -- missions impossible -- midair refueling -- specialized transports -- spying from high above -- where pilots dare not fly -- walk with agent teeia phillips -- in orbit -- going ballistic -- sidewinders and harpoons -- smart weapons -- air power tomorrow -- nose to tail: how air force aircraft measure up,"['airplanes, military', 'military helicopters']","['fighter planes', 'jet fighter planes', 'gunships (military aircraft)']",u,"{'airplanes, military': 14, 'military helicopters': 20}"
us special operations forces,"provides an overview of the united states special forces, including their history, weapons, and vehicles","snake eaters, night stalkers and seals -- going in -- sof weapons and tactics -- rogers' ranger, a swamp fox, and a gray ghost -- 20th century rangers -- rangers lead the way -- earning the ranger tab -- shadow warriors -- green berets -- to free the oppressed -- walk with a green beret -- top secret commandos -- night stalkers don't quit -- that others may live -- special tactics teams -- riding the pipeline -- underwater commandos -- by sea, land, and air -- the few, the proud -- a force to recon with -- the future of special operations forces",['special forces (military science)'],"['special forces (military science)', 'special operations (military science)', 'paramilitary forces']",u,{'special forces (military science)': 1}
publications of the joint history office [electronic resource],"examines the development of the chairmanship as an institution during its first fifty years presents the careers of the men who served as chairman and vice chairman during that time includes a study of the origins and development of the first major shift in national military strategy since the late 1940s traces and explains the development of the global structure of unified and specified commands from 1946 to 1993, and joint operations in grenada and panama features biographical information, photographs, appendices, endnotes, maps, statistics, and indexes","disc 1 the chairmanship of the joint chiefs of staff, 1949-1999 -- disc 2 the development of the base force, 1989-1992 / by lorna s jaffe the history of the unified command plan, 1946-1993 / by ronald h cole [et al] the joint chiefs of staff and national policy / by james f schnabel [et al] operation just cause : the planning and execution of joint operations in panama, february 1988-january 1990 / by ronald h cole operation urgent fury : the planning and execution of joint operations in grenada, 12 october-2 november 1983 / by ronald h cole so many, so much, so far, so fast : united states transportation command and strategic deployment for operation desert shield/desert storm / by james k matthews and cora j holt the joint contact team program : military contacts with former soviet republics and warsaw pact nations, 1992-1994 / by robert t cossaboom",['unified operations (military science)'],"['military administration', 'operation restore hope, 1992-1993']",u,{'unified operations (military science)': 5}
medieval weapons and warfare : armies and combat in medieval times,"a discussion of the tactics and technology of warfare during the middle ages, including the tradition of personal combat, the use of armor, castles-and-siege weapons, and the dominance of the mounted knight",knights during the middle ages -- weapons and armor -- going to war -- famous wars and battles -- castles at war,"['military art and science', 'middle ages']","['military history, medieval', 'siege warfare']",u,"{'military art and science': 38, 'middle ages': 47}"
close air support fighters : the a-10 thunderbolt iis,"introduces the a-10 thunderbolt ii, its specifications, weapons, missions, and future in the air force",the a-10 in action -- inside the a-10 -- weapons and tactics -- the future,['a-10 (jet attack plane)'],"['a-10 (jet attack plane)', 'bac lightning (jet fighter plane)', 'thunderjet (jet fighter plane)']",u,{'a-10 (jet attack plane)': 1}
india's security in 21st century : challenges & responses,contributed articles,"the emerging dynamics of security in the new millennium / rajendra prasad -- south asian security: challenges and options / sk singh -- national security under coalition government / hk srivastava -- nemesis of violence and our common future / rajendra prasad -- legal aspects of the refugee situation in south asia and india's concerns / sumbul rizvi khan -- human rights, national security, and media / pr misal -- dealing with the problem of human rights and national security in the information age / sp sinha -- globalisation in the new world system: reinterpreting the theoretical paradigms / bm jain -- india's security in the 21st century: the environmental aspect / pk gautam -- wisdom warfare: transformations in modern warfare due to aerospace technologies / rn swarup & m metheswaran -- kargil, through smoke screen and reflectors / vk srivastava -- evaluating strategic party and balance: india-china-pakistan / gautam sen - security imperatives for india in the emerging geo-political environment / harvir sharma",['national security'],"['confidence and security building measures (international relations)', 'security, international', 'security sector']",u,{'national security': 6}
heavy bombers : the b-52 stratofortresses,"describes the history, weapons, equipment, and use by the air force of the b-52 bomber, nicknamed the ""big ugly fat fellow"" (buff) by flight crews because of its size and appearance",the b-52 in action -- inside the b-52 -- weapons and tactics -- the future,['b-52 bomber'],"['b-52 bomber', 'b-2 bomber', 'b-29 (bomber)']",u,{'b-52 bomber': 1}
air superiority fighters : f/a-22 raptors,discusses the design and weapons of the f/a-22 raptor fighter jet (formerly called the f-22) and how it is used by the air force,the f/a-22 in action -- inside the f/a-22 -- weapons and tactics -- the future,['f-22 (jet fighter plane)'],"['f-22 (jet fighter plane)', 'f-16 (jet fighter plane)', 'fighter plane combat']",u,{'f-22 (jet fighter plane)': 1}
military uniforms,discusses the military uniforms of american and some european forces in the twentieth century,introduction -- 1900-1939 -- world war ii allied forces -- world war ii axis forces -- uniforms since 1945,['military uniforms'],"['military uniforms', 'camouflage (military science)']",u,{'military uniforms': 1}
"spies! real people, real stories","discusses the history of spying from biblical times to the present, types of spying, tools spies use, and the personal qualifications and training of spies, and includes profiles of famous spies and a visit to the international spy museum in washington, dc",history of spies -- tools and tricks -- famous spies -- becoming a spy -- spying today,"['spies', 'spies', 'espionage']","['espionage', 'spies', 'espionage, american']",u,"{'spies': 2, 'espionage': 1}"
remotely piloted aircraft : the predators,"describes the predator, an unmanned aerial vehicle used by the united states air force for surveillance and ground attacks, including its development, equipment, weapons, and future military use",the predator in action -- inside the predator -- weapons and tactics -- the future,"['predator (drone aircraft)', 'hellfire (guided missile)']","['predator (drone aircraft)', 'u-2 (reconnaissance aircraft)', 'black hawk (military transport helicopter)']",u,"{'predator (drone aircraft)': 1, 'hellfire (guided missile)': 77}"
condoleezza rice : secretary of state,"a biography of condoleeza rice, known both and as an accomplished pianist and for serving as george w bush's national security advisor",raised to be a lady -- saved by russia -- tough as nails -- she knows a lot of people -- you have to make difficult decisions -- bush's secret weapon -- i trust her judgment -- it's a terrorist attack -- a world more sober and sadder -- it's time for this to end,['presidents'],"['national security', 'world politics', 'politics and war', 'presidents']",u,{'presidents': 4}
assault amphibian vehicles : the aavs,"describes the aavp7a1 amphibious assault vehicle, including its history, equipment, weapons, tactics, and future use with the united states marine corps",the aav in action -- inside the aav -- weapons and tactics -- the future,['aavp7a1 (tracked landing vehicle)'],"['armored vehicles, military', 'amphibious warfare', 'aavp7a1 (tracked landing vehicle)']",u,{'aavp7a1 (tracked landing vehicle)': 3}
infantry fighting vehicles : the m2a2 bradleys,"introduces the m2a2 bradley, the united states army's infantry fighting vehicle, discussing its weapons, armor, role in combat as a troop carrier, and future improvements",the m2a2 in action -- inside the m2a2 -- weapons and tactics -- the future,['m2 bradley infantry fighting vehicle'],"['m2 bradley infantry fighting vehicle', 'armored vehicles, military', 'tank warfare', 'tanks (military science)']",u,{'m2 bradley infantry fighting vehicle': 1}
security in the twenty first century : a bangladesh perspective,contributed articles,"strategy, a bangladesh perspective / mohammad humayun kabir -- national security of bangladesh : the traditional context / akm abdus sabur -- non-traditional security in bangladesh : framework and issues / abdur rob khan -- maritime security of bangladesh / abul kalam azad","['national security', 'sea-power']","['security, international', 'confidence and security building measures (international relations)']",u,"{'national security': 5, 'sea-power': 16}"
nuclear stability in southern asia,contributed papers presented at a conference held in april 2002 at new delhi,"nuclear stability in southern asia / ashley j tellis -- nature of the strategic triangle in southern asia / jasjit singh -- indo-pakistan ties and nuclear confidence building in southern asia / rajen harshe -- strategic stability and the evolution of india's nuclear strategy / rajesh m basrur nuclear safety / g balachandran -- nuclear doctrine in south asia / raja menon -- nuclear stability, deterrence and terrorism / karl-henz kamp -- nuclear stability in southern asia : an indian perspective / pr chari -- interview with general vp malik / sonika gupta and arpit rajain","['national security', 'nuclear weapons']","['nuclear arms control', 'nuclear crisis stability', 'nuclear disarmament']",u,"{'national security': 39, 'nuclear weapons': 15}"
assignment peace in the name of the motherland,"on the various army operations other than war and counterinsurgency in sri lanka between 1996-1999, against liberation tigers of tamil eelam","-- v 2 the battle for the wanni (1996-1999) and other battles of eelam war 3 -- v 3 eelam war i, ipkf operations, and eelam war ii",['battles'],"['low-intensity conflicts (military science)', 'military history, modern', 'indochinese war, 1946-1954']",u,{'battles': 180}
confidence building measures and security cooperation in south asia : challenges in the new century,contributed papers earlier presented at an international conference,"the need for confidence building measures and security cooperation in south asia / mohammad humayun kabir -- cbms and security cooperation between india and pakistan : an indian perspective / sd muni -- cbms and india-pakistan relations / pervaiz iqbal cheema -- role of cbms in managing indo-pakistan security relationship : reflections on the crucial challenges / akm abdus sabur -- security problems of bhutan : confidence building measures / tashi choden -- cbms and security cooperation in south asia : india-sri lanka context / tp frank de silva -- the organization for security and cooperation in europe : relevance for south asia / christian wagner -- institutionalising trust and communication : military cbms and security cooperation within ""a saarc with teeth"" / karan r sawhny and nidhi narain -- the highest stake and hard choice : challenges to institutionalizing cbms and security cooperation in south asia / dhruba kumar srestha","['national security', 'confidence and security building measures (international relations)']","['confidence and security building measures (international relations)', 'international cooperation', 'civil-military relations']",u,"{'national security': 18, 'confidence and security building measures (international relations)': 1}"
"calculated risk : the extraordinary life of jimmy doolittle, aviation pioneer and world war ii hero ; a memoir","famous for leading the tokyo raid, america's first strike against japan in world war ii, jimmy doolittle lived a remarkable life as an american pilot this firsthand account by his granddaughter reveals an extraordinary individual--a scientist with a doctorate in aeronautical engineering from mit, an aviation pioneer who was the first to fly across the united states in less than 24 hours and the first to fly ""blind"" (using only his plane's instruments), a barnstormer well known for aerobatics, a popular racing pilot who won every major air race at least once, recipient of both the congressional medal of honor and presidential medal of freedom, a four-star general, and commander of the 8th, 12th, and 15th air forces this memoir provides insights into the public and private world of jimmy doolittle and his family and sheds light on the drives and motivation's of one of america's most influential and ambitious aviators a memoir by the granddaughter of the master aviator brings personal insights into the public and private world of jimmy doolittle, one of america's most famous military heroes, and details the dramatic accomplishments of the influential and ambitious aviator",introduction -- preflight -- instrument takeoff -- wing and a prayer -- final approach -- mission accomplished,"['generals', 'air pilots, military', 'aeronautics', 'world war, 1939-1945']","['bomber pilots', 'aerial reconnaissance, american', 'fighter pilots']",u,"{'generals': 223, 'air pilots, military': 10, 'aeronautics': 29, 'world war, 1939-1945': 59}"
checking iran's nuclear ambitions,"were iran to acquire nuclear weapons, there is a grave risk it would be tempted to provide them to terrorists after all, mass casualty terrorism done by proxies has worked well for iran to date the fear about what iran might do with nuclear weapons is fed by the concern that tehran has no clear reason to be pursuing nuclear weapons the strategic rationale for iran's nuclear program is by no means obvious unlike proliferators such as israel or pakistan, iran faces no historic enemy who would welcome an opportunity to wipe the state off the face of the earth iran is encircled by troubled neighbors, but nuclear weapons does nothing to help counter the threats that could come from state collapse in afghanistan, pakistan, iraq, or azerbaijan achieving trans-atlantic consensus on how to respond to iran's nuclear program will be difficult this is a remarkably bad time for the international community to face the iran nuclear problem, because the tensions about the iraq wmd issue still poison relations and weaken us ability to respond nevertheless, iran's nuclear program poses a stark challenge to the international nonproliferation regime there is no doubt that iran is developing worrisome capabilities if the world community led by western countries is unable to prevent iranian proliferation, then it is unclear that there is much meaning to global nonproliferation norms iran's nuclear program raises stark shortcomings with the global nonproliferation norms the basic deal behind the treaty on the non-proliferation of nuclear weapons (npt) is that countries are allowed to acquire a wide range of troubling capabilities in return for being open and transparent the npt gives iran every right to have a full closed fuel cycle, with large uranium enrichment facilities and a reprocessing plant that can extract substantial amounts of plutonium-capabilities which would permit iran at any time to rapidly ""break out"" of the npt, building a considerable number of nuclear weapons in a short time had iran been fully transparent about its nuclear activities, then even if iran had gone so far as to operate a full closed fuel cycle, the international community would have been split deeply about how to react it is fortunate indeed that iran decided to cheat on its npt obligations by hiding some of what is doing, because that has made much easier the construction of an international consensus that iran's nuclear program is troubling but the experience with iran should lead to reflection about whether the basic npt deal needs to be revisited","checking iran's nuclear ambitions, report recommendations / npec project on iran -- iran's ""legal"" paths to the bomb / victor gilinsky -- iran's internal struggles / geneive abdo -- the prospects for regime change in iran / s rob sobhani -- winning iranian hearts and minds / abbas william samii -- us-iranian strategic cooperation since 1979 / geoffrey kemp -- the challenges of us preventive military action / michael eisenstadt","['nuclear weapons', 'nuclear nonproliferation', 'nuclear arms control']","['nuclear arms control', 'nuclear disarmament', 'nuclear weapons information, american']",u,"{'nuclear weapons': 11, 'nuclear nonproliferation': 8, 'nuclear arms control': 1}"
rifle marksmanship,"""this publication discusses the individual skills required for effective rifle marksmanship and standardizes the techniques and procedures used throughout the marine corps""",introduction to rifle marksmanship -- introduction to the m16a2 service rifle -- weapons handling -- fundamentals of marksmanship -- rifle firing positions -- use of cover and concealment -- rifle presentation -- effects of weather -- zeroing -- engagement techniques,"['shooting, military', 'rifle practice']","['gunnery', 'rifle practice', 'artillery drill and tactics']",u,"{'shooting, military': 14, 'rifle practice': 2}"
a nation at war in an era of strategic change,"the president, secretary of defense, and the army's chief of staff have all stated that the united states is a ""nation at war"" the us military faces significant strategic challenges as it continues to transform the force and improve interagency integration into joint operations, all the while engaging in active combat operations associated with the global war on terrorism this collection of outstanding essays--three of which won prestigious writing awards--by the students enrolled in the army war college's advanced strategic art program (asap) highlight some of these strategic challenges and offer thoughtful solutions they provide insights that will undoubtedly prove useful to decisionmakers at the highest levels of our national security establishment asap graduates continue to make their mark as outstanding theater strategists in the office of the secretary of defense, the joint staff and army staff, and in the combatant commands","1 operation iraqi freedom: lessons for the future / williamson murray -- 2 ""knowledge must become capability"": institutional intellectualism as an agent for military transformation / steven w knott -- 3 swiftly defeat the efforts, then what? the ""new american way of war"" and the transition from decisive combat operations to post-conflict security operations / john d nelson -- 4 nuclear high altitude electromagnetic pulse: implications for homeland security and homeland defense / thomas c riddle -- 5 iraq, 2003-4, and mesopotamia, 1914-18: a comparative analysis in ends and means / james d scudieri -- 6 waging peace: eclipse in postwar germany and iraq / kenneth o mccreedy -- 7 the abrahms doctrine: has it been abused in the global war on terror? / george a brinegar -- 8 the abrams doctrine: total force foundation or enduring fallacy? / brian d jones -- 9 secure the victory: is it time for a stabilization and reconstruction command? / eric l ashworth -- 10 nation building: a bad idea whose time has come? / burt k thompson -- 11 seabasing and ship-to-objective maneuver and their implications for the joint force commander / stuart l dickey -- 12 is the air component coordination element (acce) embedded in the coalition forces land component command (cflcc) hq a model for future conflict? / byron h risner -- 13 the national security strategy of the united states: development of grand strategy / thomas p reilly -- 14 the human dimension of transformation / robert e scurlock, jr","['asymmetric warfare', 'postwar reconstruction', 'deployment (strategy)', 'peace-building', 'military doctrine']","['military doctrine', 'military policy', 'low-intensity conflicts (military science)']",u,"{'asymmetric warfare': 27, 'postwar reconstruction': 213, 'deployment (strategy)': 103, 'peace-building': 163, 'military doctrine': 1}"
defense strategy for the post-saddam era,"""offers pragmatic policy recommendations for strengthening the us military's ability to respond to international crises, with engagement or deterrence, and protect american citizens while maintaining fiscal responsibility, by expanding ground forces yet containing spending, modernizing weaponry, implementing privatization and reform, and encouraging burden sharing with allies""--provided by publisher","setting the context : the afghanistan and iraq wars and their lessons -- the need to increase the size of us ground forces -- the draft, the overseas base structure, and the allies -- modernizing weaponry -- beyond iraq and north korea","['afghan war, 2001-', 'iraq war, 2003-2011', 'world politics']","['military policy', 'military doctrine']",u,"{'afghan war, 2001-': 34, 'iraq war, 2003-2011': 17, 'world politics': 250}"
the av-8b harrier jump jet,"""an in-depth look at the av-8b harrier jump jet, with detailed cross-section diagrams, action photos, and fascinating facts""--provided by publisher",harrier jump jet -- history -- cross-section -- engine -- vtol (vertical takeoff and landing) -- maneuvering -- cockpit -- eject! -- weapons of war - missiles -- defense -- mission -- development and future -- glossary -- read more -- internet sites -- index,['harrier (jet fighter plane)'],"['harrier (jet fighter plane)', 'thunderjet (jet fighter plane)', 'a-10 (jet attack plane)']",u,{'harrier (jet fighter plane)': 1}
the b-2 spirit stealth bomber,"""an in-depth look at the b-2 spirit stealth bomber, with detailed cross-section diagrams, action photos, and fascinating facts""--provided by publisher",stealth bomber -- history -- cross-section -- shape -- engine -- b-2 in flight -- electronics -- crew and flight deck -- weapons bays -- weapons -- air-to-air refueling -- mission -- future -- glossary -- read more -- internet sites -- index,['b-2 bomber'],"['b-2 bomber', 'b-29 (bomber)']",u,{'b-2 bomber': 1}
