title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
distant lights : and other adventure stories,a collection of adventure stories,distant lights / by f anthony reckart -- the diver / by isabelle ziegler -- tiger on jefferson boulevard / by roger j crain -- friendly cactus / by jim martin -- the last of the light / by douglas ayers -- tokarra's way / by jan peck -- the speed skater / by katherine howard -- the shortcut / by paul a witty -- clam tide / by kristine l franklin -- chanook and the caribou calf / by nadina newman marteny -- rock hound hideout / by mary etta logan -- rough water / by gordon h messegee -- suli's bravery / by ruth bishop juline -- adventure of the footprints / by elizabeth rainbow -- the storm / by barbee oliver carleton,"['adventure stories', 'adventure stories']","['adventure stories, american', 'adventure stories', ""children's stories"", ""children's stories, american""]",c,{'adventure stories': 2}
the big stink & five other mysteries,help the kids on the ghostwriter team solve six spring vacation mysteries,mystery of the tulip terror -- comic caper -- mystery of the big stink -- big band mystery -- mystery of the missing disk -- mystery of the burgled baseball,"['literary recreations', 'puzzles']","['mystery fiction', 'detective and mystery stories']",c,"{'literary recreations': 37, 'puzzles': 28}"
wait until dark : seven scary sleepover stories,"seven scary sleepover stories sure to make you hide under the covers, but beware of what might be hiding under there already!",midnight snack -- tailspin -- fat chance -- ice scream -- black box -- dead of night -- crash course,"['horror tales', ""children's stories"", 'short stories']","['horror tales', 'horror tales, english', 'horror tales, american']",c,"{'horror tales': 1, ""children's stories"": 8, 'short stories': 38}"
zodiac fantastic,"""fourteen celestial tales of those whose lives are ruled by the stars and the living embodiments of the signs themselves""--cover","introduction / by ar morland -- the billion-year boys' club / by jody lynn nye -- making the world live again / by kate elliott -- ram in wolf's clothing / by jayge carr -- april in aries / by elizabeth ann scarborough -- cezanne was a capricorn / by karen haber -- lion at the gate / by diana l paxson -- i told you so / by darrell schweitzer -- open eyes / by bryan lindenberger -- sagittarius rising / by mike resnick and ann marston -- capricorn blues / by mickey zucker reichert -- in zodiac we trust / by laura resnick -- by the work, one knows / by michelle west -- wild hope / by josepha sherman -- not in our stars / by rosemary edghill","['fantasy fiction, american', 'zodiac']","['zodiac', 'autobiographies', 'autobiography']",c,"{'fantasy fiction, american': 28, 'zodiac': 1}"
the man who listens to horses,this is the story of a young man that learns to communate with horses,call of the wild horses -- growing up with horses -- east of eden -- sand-castle syndrome -- flag is up farms regained -- deer friends -- invitation that changed my life -- when a racehorse's worst nightmare is a starting gate,"['horses', 'horses', 'human-animal communication']","['human-animal communication', 'autobiographies']",c,"{'horses': 4, 'human-animal communication': 1}"
sisters and secrets : a novel in four parts,"""in this unique book, katherine stone, anne stuart, donna julian, and jodie larsen have created an unforgettable portrait of four women shadowed by their past, but ready to embrace a future filled with the promise of hope, forgiveness, and love ""--p [4] of cover",lauren / katherine stone -- ardath / anne stuart -- dinah / donna julian -- yardley / jodie larsen,"['sisters', 'romance fiction, american', 'detective and mystery stories, american']","['sisters', 'suspense fiction, american', 'romance fiction, english']",c,"{'sisters': 1, 'romance fiction, american': 5, 'detective and mystery stories, american': 18}"
ancient civilizations,a multi-volume encyclopedia with alphabetically arranged topics relating to ancient civilizations and the discovery of famous archaeological sites,v 1 aborigines--astronomy -- v 2 aztecs--china -- v 3 chʼin shihuangdiʼs tomb--exploration -- v 4 food and drink--incas -- v 5 india--legal codes -- v 6 literature--mississippians -- v 7 moche--persian empire -- v 8 phoenicians--social organization -- v 9 southeast asia--tombs and burial rites -- v 10 tools and technology--writing,"['civilization, ancient', 'prehistoric peoples', 'antiquities', 'excavations (archaeology)']","['archaeological literature', 'civilization, ancient']",c,"{'civilization, ancient': 2, 'prehistoric peoples': 39, 'antiquities': 20, 'excavations (archaeology)': 14}"
ancient civilizations almanac,"provides historical information and interpretation on ancient civilizations in egypt, mesopotamia, asia minor, china, africa, israel, and elsewhere",v 1 egypt--india -- china--rome,"['civilization, ancient', 'civilization, ancient']","['civilization, ancient', 'civilization, oriental', 'cities and towns, ancient', 'architecture, ancient']",c,"{'civilization, ancient': 1}"
[hong kong political parties collection republican party (hong kong)],contains party publications of the republican party (hong kong),[1] memorandum and articles of association of the republican party (hong kong) limited --,['political parties'],"['political parties', 'political culture']",c,{'political parties': 1}
armageddon,"here are 12 visions of the final cataclysm these are the ways the world ends--with a bang, a whimper, and a belly laugh! stories include ""one hell of a party"", ""reach out and touch somebody bodiless"", ""over the top"", ""it's armageddon time"", and ""the real armageddon""",the last battle / elizabeth moon -- ils ne passeront pas / harry turtledove -- the call / joel rosenberg -- leeward of broken jerusalem / carla montgomery -- o'er the land of the freaks and the home of the braves / gregory nicoll -- riding shotgun to armageddon / sm stirling -- dead men talk a lot / william c dietz -- a watery silence / billie sue mosiman -- basic training / mark l van name -- mrs lurie and the rapture / esther friesner -- with the sword he must be slain / david drake -- twelve gates to the city / margaret ball,"['armageddon', 'end of the world']","['end of the world', 'armageddon']",c,"{'armageddon': 2, 'end of the world': 1}"
"dear bill, remember me? : and other stories",stories about eight young women who have grit and humor in dealing with their problems,"up on fong mountain -- peter in the park -- something expensive -- mimi the fish -- dear bill, remember me? -- chocolate pudding -- guess whose friendly hands -- zelzah, a tale from long ago",['short stories'],"[""children's stories, american"", ""children's stories""]",c,{'short stories': 13}
partners in crime,"in this ""hilarious burlesque of detective fiction"" (new york times), tommy and tuppence beresford adopt the methods and manners of every major literary detective from hercule poirot to sherlock holmes to piece together an increasingly complex series of delightfully differentand deadlymisdeeds",a fairy in the flat -- a pot of tea -- the affair of the pink pearl -- the affair of the pink pearl (continued) -- the adventure of the sinister stranger -- the adventure of the sinister stranger (continued) -- finessing the king -- the gentleman dressed in newspaper -- the case of the missing lady -- blindman's buff -- the man in the mist -- the man in the mist (continued) -- the crackler -- the crackler (continued) -- the sunningdale mystery -- the sunningdale mystery (continued) -- the house of lurking death -- the house of lurking death (continued) -- the unbreakable alibi -- the clergyman's daughter -- the red house -- the ambassador's boots -- the man who was no 16,"['private investigators', 'detective and mystery stories, english']","['detective and mystery stories, english', 'detective and mystery stories', 'detective and mystery stories, american']",c,"{'private investigators': 47, 'detective and mystery stories, english': 1}"
blue christmas,four christmas love stories with an elvis presley theme,i can't help falling in love / amy elizabeth saunders -- always on my mind / linda jones -- all shook up / sharon pisacreta -- fever / sandra hill,"['romance fiction, american', 'christmas stories, american']","['christmas stories', 'christmas stories, american']",c,"{'romance fiction, american': 14, 'christmas stories, american': 2}"
the national archives,"looks at the history and work of the national archives, where original documents, photographs, and other important materials are stored",a look at the national archives -- a dream fulfilled -- thrilling the tourist -- serving the researcher -- discovering your roots,['archives'],"['archival materials', 'archivists', 'archival resources']",c,{'archives': 6}
animal mummies : preserved through the ages,"describes animal mummies, some of the most famous animal mummies and where they have been found, how animals are mummified, how scientists study them, and what they can teach us about the past",a mammoth discovery -- how animals become mummies -- animal mummies of egypt -- animal mummies in danger,"['mummified animals', 'animal remains (archaeology)']","['mummified animals', 'animal remains (archaeology)', 'human remains (archaeology)', 'plant remains (archaeology)']",c,"{'mummified animals': 1, 'animal remains (archaeology)': 2}"
renaissance & reformation biographies,"profiles fifty people who played a significant role during the renaissance and reformation periods in europe, including john calvin, peter paul rubens, catherine de medici, and johannes kepler",v 1 a-k -- v 2 l-z,"['renaissance', 'reformation']","['philosophy, renaissance', 'art, renaissance', 'philosophy, medieval']",c,"{'renaissance': 4, 'reformation': 8}"
women with grit,the stories of eight women who overcame many obstacles to achieve their goals,"maria mitchell, first american woman astronomer (1818-1889) -- harriet tubman, conductor of freedom (about 1820-1913) -- susan b anthony, ""the dear old liberator"" (1820-1906) -- bethenia owens-adair, pioneer doctor (1840-1926) -- linda richards, america's first trained nurse (1847-1930) -- marian anderson, african american singer (1902-1993) -- margaret bourke-white, photographer of life (1906-1971) -- jackie cochran, first lady of aviation (1912-1980)",['women'],"['women pioneers', 'women philanthropists', 'women heroes']",c,{'women': 34}
vital records index north america [computer file],"contains information taken from a partial collection of birth, christening, and marriage records in the united states and canada from 1631 to 1888, with approximately four million names",family history resource file viewer -- disc 1 births and christenings a-z -- disc 2 marriages a-cn -- disc 3 marriages co-g -- disc 4 marriages h-k -- disc 5 marriages l-o -- disc 6 marriages p-ss -- disc 7 marriages st-z,"['registers of births, etc', 'registers of births, etc', 'marriage records', 'marriage records']",['marriage records'],c,"{'registers of births, etc': 3, 'marriage records': 1}"
vital records index british isles [computer file],"contains information taken from a partial collection of approximately five million birth, christening, and marriage records in the british isles from 1538 to 1888""",family history resource file viewer -- disc 1 marriages a-z -- disc 2 births and christenings a-c -- disc 3 births and christenings d-i -- disc 4 births and christenings j-q -- disc 5 births and christenings r-z,"['registers of births, etc', 'marriage records']","['baptismal records', 'registers of births, etc']",c,"{'registers of births, etc': 2, 'marriage records': 3}"
heritage books archives heraldry volume 1 [electronic resource],collection of resources covering heraldry from britain and ireland,"a display of heraldry / william newton -- the general armory of england, scotland, ireland, and wales / sir bernard burke -- an alphabetical dictionary of coats of arms belonging to families in great britain and ireland, forming an extensive ordinary of british armorials / john w papworth -- fairbairn's book of crests of the families of great britain and ireland / james fairbairn -- subject index to fairbairn's book of crests of the families of great britain and ireland / alan r dickins","['heraldry', 'heraldry']","['heraldry', 'numismatics, medieval']",c,{'heraldry': 1}
heritage books archives the origin & meaning of surnames [electronic resource],includes electronic reprints of seven works on the history and meaning of surnames,"genealogy and surnames: with some heraldic and biographical notices / william anderson -- british family names, their origin and meaning, with lists of scandinavian, frisian, anglo-saxon, and norman names / henry barber, 2nd ed --english surnames, their sources and significations / charles wareing bardsley, 6th ed -- family names and their story / s baring-gould -- personal and family names, a popular monograph on the origin and history of the nomenclature of the present and former times / harry alfred long -- the origin and significance of scottish surnames, with a vocabulary of christian names / clifford stanley sims","['names, personal', 'names, personal']","['genetic genealogy', 'genealogy']",c,"{'names, personal': 14}"
snow monster mystery,"bailey city is full of some pretty weird grown-ups, and it's the perfect place for the spooky hauntly manor inn could kilmer's uncle yetta really be the abominable snowman?",blizzard -- uncle yetta -- abominable snowman -- melting -- closed -- monster invasion -- winter monsterland -- canceled -- monster blizzard -- annie's plan,"['monsters', 'yeti']","['yeti', 'winter', 'blizzards']",c,"{'monsters': 22, 'yeti': 1}"
john jacob astor and the fur trade,"introduces john jacob astor, who came to the united states in 1784, began work as a clerk for a fur trader, later went into business for himself, and died in 1848 as the richest man in america",coming to america -- early life in america -- the fur trade -- after the fur trade,['businesspeople'],"['clothing trade', 'hunting and gathering societies', 'billionaires']",c,{'businesspeople': 58}
andrew carnegie and the steel industry,a brief biography of the scottish immigrant who made a fortune in the steel industry and used much of it for philanthropic causes,the early years -- the steel industry -- carnegie's family -- troubles with the union -- beliefts about money,"['industrialists', 'steel industry and trade', 'philanthropists']","['steel industry and trade', 'industrialists', 'railroads']",c,"{'industrialists': 2, 'steel industry and trade': 1, 'philanthropists': 4}"
john d rockefeller and the oil industry,"a brief biography of american oil magnate, john d rockefeller",the beginning -- family -- the oil business -- the business grows -- helping others,"['capitalists and financiers', 'industrialists', 'philanthropists']","['industrialists', 'industries, prehistoric']",c,"{'capitalists and financiers': 5, 'industrialists': 1, 'philanthropists': 18}"
renaissance,chronicles the cultural and artistic flowering known as the renaissance that flourished in europe and in other parts of the world from approximately 1375 to 1575 ad,v 1 africa-bologna -- v 2 books and libraries-constantinople -- v 3 copernicus-exploration -- v 4 eyck-government -- v 5 guilds and crafts-landscape painting -- v 6 language-merchants -- v 7 michelangelo-palaces and villas -- v 8 palestrina-reformation -- v 9 religious dissent-tapestry -- v 10 technology-zwingli,['renaissance'],"['art, renaissance', 'renaissance', 'philosophy, renaissance']",c,{'renaissance': 2}
uxl encyclopedia of world biography,"a collection of 750 biographies and portraits of notable historic and current figures in american and world history, literature, science and math, arts and entertainment, and the social sciences",v 1 a-ba -- v 2 be-cap -- v 3 car-da -- v 4 de-ga -- v 5 ge-i -- v 6 j-l -- v 7 m-ne -- v 8 ni-re -- v 9 rh-s -- v 10 t-z,['biography'],"['biographers', 'biography']",c,{'biography': 2}
the american flag,"traces the history of the united states' symbol of freedom and democracy, the flag, from its conception and design to the modern-day conflict over flag burning",a flag is born -- the flag evolves -- betsy ross: fact or fiction? -- a song for the flag -- right or disrespect? -- chronology -- glossary,['flags'],"['flags', 'history']",c,{'flags': 1}
the bald eagle,"provides information about the american bald eagle, including its use as a symbol both before and after it became part of the great seal of the united states",the eagle has landed -- like a thunderbolt -- a new nation emerges -- a symbol in america -- saving our proudest symbol -- chronology -- glossary,"['bald eagle', 'emblems, national', 'animals', 'signs and symbols']","['bald eagle', 'seals (numismatics)', 'emblems, national']",c,"{'bald eagle': 1, 'emblems, national': 3, 'animals': 43, 'signs and symbols': 5}"
the confederate flag,"discusses the symbolic meaning and history of the various forms of the confederate flag used during the civil war, as well as controversies surrounding modern-day display and use of this emblem",voyage of the shenandoah -- the stars and bars -- the southern cross -- dye it with your blood! -- hatred or heritage? -- cronology -- glossary,['flags'],"['emblems, state', 'heraldry']",c,{'flags': 4}
the american flag,"a simple introduction to the american flag, including its design, modifications through the years, uses on holidays, and importance as a symbol of the united states",american flag fast facts -- american symbol of freedom -- the grand union flag -- the flag act of 1777 -- who designed the first flag? -- the flag act of 1794 -- the flag act of 1818 -- the american flag today -- timeline -- hands on: make an american flag,['flags'],"['flags', 'emblems, national', 'emblems, state']",c,{'flags': 1}
andrew carnegie,"chronicles the rags-to-riches tale of a scottish immigrant who used most of the millions he earned as a steel tycoon to set up a fund for the advancement of science, education, and peace","triumphant return -- simple beginnings -- climbing the ladder -- the goose that laid the golden egg -- railroads and war -- a little of this, a little of that -- a moral tug of war -- choosing a specialty -- building an empire -- the star-spangled scotchman -- war at homestead -- the richest man in the world -- scientific philanthropy -- ambassador for peace -- timeline -- glossary -- major carnegie institutions and structures","['industrialists', 'philanthropists']","['philanthropists', 'women philanthropists', 'wealth']",c,"{'industrialists': 8, 'philanthropists': 1}"
vital records index western europe [electronic resource],"includes twenty-one data discs and one unnumbered resource file viewer disc contains approximately 125 million birth, marriage, and christening records from austria, switzerland, belgium, netherlands, france, baden, bavaria, hesse-darmstadt, lippe-detmold, oldenburg, prussia, turingia, württemberg, italy, and spain",spanish region (8 discs) -- italian region -- german region (8 discs) -- french region (2 discs) -- benelux region -- alpine region -- viewer [version] 30,"['registers of births, etc', 'marriage records', 'baptismal records']","['registers of births, etc', 'baptismal records', 'marriage records', 'church records and registers']",c,"{'registers of births, etc': 1, 'marriage records': 3, 'baptismal records': 2}"
"scandinavia vital records index [electronic resource] : denmark, finland, norway, sweden","includes seven data discs and one resource file viewer disc data discs contain approximately 36 million birth and christening records and one million church marriage records records cover denmark from 1630 to 1905, finland from 1656 to 1890, norway from 1650 to 1903, and sweden from 1610 to 1888",viewer [version] 40 -- denmark (2 discs) -- finland -- norway (2 discs) -- northern sweden -- southern sweden,"['registers of births, etc', 'marriage records', 'baptismal records']","['national characteristics, danish', 'registers of births, etc']",c,"{'registers of births, etc': 2, 'marriage records': 5, 'baptismal records': 3}"
the voyages of doctor dolittle,"when his colleague long arrow disappears, dr dolittle sets off with his assistant, tommy stubbins, his dog, jip, and polynesia the parrot on an adventurous voyage over tropical seas to floating spidermonkey island","the cobbler's son -- i hear of the great naturalist -- the doctor's home -- the wiff-waff -- polynesia -- the wounded squirrel -- shellfish talk -- are you a good noticer? -- the garden of dreams -- the private zoo -- my schoolmaster, polynesia -- my great idea -- a traveler arrives -- chee-chee's voyage -- i become a doctor's assistant -- the crew of ""the curlew"" -- luke the hermit -- jip and the secret -- bob -- mendoza -- the judge's dog -- the end of the mystery -- three cheers -- the purple bird-of-paradise -- long arrow, the son of golden arrow -- blind travel -- destiny and destination -- the third man -- good-bye! -- our troubles begin -- our troubles continue -- polynesia has a plan -- the bed-maker of monteverde -- the doctor's wager -- the great bullfight -- we depart in a hurry -- shellfish languages again -- the fidgit's story -- bad weather -- wrecked! -- land! -- the jabizri -- hawk's-head mountain -- a great moment -- ""the men of the moving land"" -- fire -- what makes an island float -- war! -- general polynesia -- the peace of the parrots -- the hanging stone -- the election -- the coronation of king jong -- new popsipetel -- thoughts of home -- the red man's science -- the sea-serpent -- the shellfish riddle solved at last -- the last cabinet meeting -- the doctor's decision","['animals', 'fantasy']","['voyages and travels', 'sea stories, american']",c,"{'animals': 394, 'fantasy': 824}"
