title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
amnesty international [microform],"reproduces a collection of published and unpublished material from the research archives of amnesty international includes country dossiers since 1975 and publications (newsletters, annual reports, briefing papers, publications on countries, reports on topics, general publications) since 1962 ""a collection of published and unpublished materials in amnesty international's research archives, dating from 1962 to 1997 (5/99) organized by country, within five worldwide regions, the dossiers for each country include entries from annual reports and newsletters, news releases, other ai publications, and general ai material and background papers a separate section of general publications and briefing papers follows the country dossiers""--library of congress guide to the microform collections in the humanities and social sciences division, online version",amnesty international country dossiers -- amnesty international publications,"['human rights', 'civil rights', 'political prisoners']","['human rights', 'political prisoners', 'protest movements']",m,"{'human rights': 1, 'civil rights': 23, 'political prisoners': 2}"
human rights documents [microform],"reproduces a wide variety of materials, both published and unpublished documents, from more than 200 non-governmental organizations concerned with human rights and social justice throughout the world","general focus -- africa -- asia -- east and west europe, ussr -- middle east -- north america -- latin america and the caribbean","['human rights', 'civil rights', 'social justice']","['human rights', 'political prisoners', 'civil rights movements', 'protest movements']",m,"{'human rights': 1, 'civil rights': 5, 'social justice': 7}"
research on icds [microform] : an overview,on integrated child development services (icds),v 1 1975-85,['children'],"['children with disabilities', 'early childhood education']",m,{'children': 28}
the paribhāshenduśekhara of nāgojībhaṭṭa [microform],"treatise, with english explanation and notes on the governing rules (paribhāṣā) in sanskrit grammar",pt 1 the sanskrit text and various readings -- pt 2 (3 parts) translation and notes,['sanskrit language'],"['sanskrit language', 'sanskrit drama']",m,{'sanskrit language': 1}
translations into persian [microform],articles on world history,pt 1 english,['world history'],"['authors, german', 'world history', 'sanskrit language']",m,{'world history': 2}
the kr cama oriental institute catalogs [microform],catalogs compiled with a view to facilitate the study of zoroastrianism,"v 1 author-catalogue of printed books -- v 2 classified catalogue of printed books and manuscripts, with supplement and indexes -- v 3 classified catalogue of gujarati books",['zoroastrianism'],"['zoroastrianism', 'hindu philosophers']",m,{'zoroastrianism': 1}
kāvyaprakāśaḥ [microform],"sanskrit text, with kāvyaprakāśavistāriṇi sanskrit commentary and english translation on sanskrit poetics",ullāsa 1-2,"['sanskrit poetry', 'poetics']","['sanskrit poetry', 'sanskrit language']",m,"{'sanskrit poetry': 1, 'poetics': 12}"
"nepal fertility, family planning, and health survey (nfhs, 1991) [microform]",chiefly statistics,v 1 main report -- v 2 district data,"['fertility, human', 'family planning', 'health surveys']","['family planning', 'women, adivasi', 'fertility, human', 'rural development']",m,"{'fertility, human': 3, 'family planning': 1, 'health surveys': 5}"
antonín dvořák symphony no 9 in e minor [electronic resource] : from the new world,"composer antonín dvořák was inspired by the vitality of the american people to create this magnificent symphony in 1892 this cd companion is a nine part exploration of the work including dvořák's american experiences, expert on-screen commentary, an interactive glossary, a game and the complete, interactive score which rolls before the viewer as the music plays",a pocket guide -- a romantic orchestra -- dvořák -- new world listening -- a close reading -- a new world glossary -- annotated bibliography -- direct testimony -- getting to carnegie hall,"['music appreciation', 'musical analysis', 'symphonies']","['symphony', 'symphonies']",m,"{'music appreciation': 68, 'musical analysis': 17, 'symphonies': 2}"
sri sankaracharya [microform],"on śaṅkarācārya, exponent of advaita philosophy",1 his life and times / by cn krishnasamy aiyer -- 2 his philosophy / by pandit sitanath tattvabhushan,"['hindu philosophers', 'advaita']","['dvaita (vedanta)', 'advaita']",m,"{'hindu philosophers': 3, 'advaita': 2}"
formulating strategies for food and agricultural marketing in the nineties [microform] : approaches and essentials,collection of three papers presented at the symposium by the author,"formulating market development strategies in nineties ; approaches and essentials -- government organisation, administration and funding of agricultural marketing development : experiences and guidelines -- marketing development for small farmers : problems and priorities",['agriculture'],"['agricultural development projects', 'rural development']",m,{'agriculture': 8}
demographic and socio-economic study of project affected families of rihand super thermal power project [microform],"project area located at sonebhadra district, india",[1 without special title] -- [2] appendices,"['rihand super thermal power project', 'power-plants', 'power-plants']","['rihand super thermal power project', 'rural development']",m,"{'rihand super thermal power project': 1, 'power-plants': 5}"
dara shukoh [microform],"biography and correspondence of dārā shikūh, prince, son of shahjahan, emperor of india, 1615-1659",v 1 biography,['princes'],"['hindu philosophers', 'sanskrit drama', 'hindustani music']",m,{'princes': 11}
dialectics of hindu ritualism [microform],origin and development of hindu religious institutions with special reference to their politico-economic aspect; covers the period from ancient to the modern times,-- pt 2 from the post-vedic era to tantric age,"['hinduism', 'religious institutions']","['hindu philosophers', 'hinduism']",m,"{'hinduism': 2, 'religious institutions': 13}"
select specimens of the theatre of the hindus [microform],"english version of mudrārākṣasa of viśākhadatta and ratnāvalī of harṣavardhana, king of thānesar and kanauj, fl 606-647","v 1 mudrá-rákshasa, or, the signet of the minister -- v 2 ratnāvalī, or, the necklace",['sanskrit drama'],"['sanskrit drama', 'sanskrit language', 'hindustani music']",m,{'sanskrit drama': 1}
aspirin : a curriculum resource for post-16 chemistry courses,presents the history of the chemistry and preparation of aspirin includes eight activities that can be used in a variety of teaching and learning situations,1 the aspirin story -- experimental and investigation section -- 2 the preparation of 2-hydroxbenzoic acid -- 3 the preparation of aspirin -- 4 purifying by recrystallisation -- 5 the melting point of aspirin -- 6 using thin-layer chromatography to investigate aspirin -- 7 the solubility of aspirin -- 8 thin-layer chromatography of pain killers -- teacher's and technician's guide to the activities -- 1 the aspirin story -- 2 the preparation of 2-hydroxbenzoic acid -- 3 the preparation of aspirin -- 4 purifying by recrystallisation -- 5 the melting point of aspirin -- 6 using thin-layer chromatography to investigate aspirin -- 7 the solubility of aspirin -- 8 thin-layer chromatography of pain killers,"['aspirin', 'chemistry', 'chemistry']","['aspirin', 'biomedical materials']",m,"{'aspirin': 1, 'chemistry': 4}"
the indian problem [microform] :,"report on the constitutional problem in india, submitted to the warden and fellows of nuffiled college, oxford","v 1 the indian problem, 1833-1935 -- v 2 indian politics, 1936-1942 -- v 3 future of india",['constitutional law'],"['constitutional law', 'indic fiction', 'hindu philosophers']",m,{'constitutional law': 1}
prices and wages in india [microform],chiefly statistical tables,pt 1 prices of food-grains and salt (1861-1884) -- pt 2 wages of skilled and unskilled labour (1873-1884),"['prices', 'wages']","['wages', 'informal sector (economics)']",m,"{'prices': 9, 'wages': 1}"
endogenous capacity building in science and technology for development in nepal [microform],report of a study,v 1 assessment of endogenous capacity in identified priority areas of science and technology relevant to the development objectives and priorities stated in the seventh development plan and assessment of internal and external resource flow into science and technology,['development economics'],"['development economics', 'power (social sciences)']",m,{'development economics': 1}
mountain tourism for local development [microform],with reference to nepal,[1] training manual for programme designers and implementers -- [2] training manual for local community groups and organizations -- [3] training manual for policy planners in tourism and related areas,"['mountain tourism', 'community development']","['mountain tourism', 'heritage tourism']",m,"{'mountain tourism': 1, 'community development': 4}"
project document [microform],with reference to protection of tropical forest as well as sustainable utilization in a multisectoral approach in bhutan,phase 1 1995-1996,"['forests and forestry', 'sustainable forestry']","['sustainable forestry', 'forests and forestry', 'rural development']",m,"{'forests and forestry': 2, 'sustainable forestry': 1}"
the madras quartet : women in karnatak music,social attitudes and an attempt to view the contribution of women music makers who represent karnatak tradition,"machine generated contents note: the beginnings -- the bhakti movement, 11; the early composers, 16; -- royal patrons, 18; the trinity, 22 -- the transition kamakshi ammal 1810-1890 -- a tale of two cities, 34; the devadasi system, 39; -- the anti-nautch movement, 45 -- the pioneer women musicians 1900-1930 -- veena dhanam and her contemporaries, 55; dhanakoti -- ammal, 67; bangalore nagaratnammal, 69 -- the modern age: technology -- and cultural change -- the gramophone, 73; the radio, 81; the cinema, 84; -- voice culture and the microphone, 85; from prince -- to populace, 89; gurukula in eclipse, 99; the social roots of karnatak music, 101 -- the trend-setters and the gnb phenomenon, 107 -- the structure of karnatak music -- the madras quartet -- madurai shanmukhavadivu subbulakshmi, 123; -- tanjore brinda, 143; damal krishnaswamy pattammal, 157 -- madras lalithangi vasanthakumari, 167 -- appendices -- glossary -- bibliography","['women musicians', 'carnatic music', 'music']","['hindustani music', 'hindu music']",m,"{'women musicians': 8, 'carnatic music': 5, 'music': 111}"
song of goa,"dance song typically consisting of quatrains, frequently having appended choruses, set in six-four time; includes music with letter notation and lyrics in romanized konkani",[no 1] mandos of yearning -- no 2 mandos of union and lamentation,"['mandó', 'folk music', 'folk songs, konkani']","['folk songs, konkani', 'hindu music', 'hindustani music']",m,"{'mandó': 27, 'folk music': 31, 'folk songs, konkani': 1}"
making music with stringed instruments,"introduces the violin, viola, cello, and bass, as well as the basic techniques for choosing and beginning to play a stringed instrument with a bow",music class -- families of instruments -- what are the stringed instruments? -- the parts of stringed instruments -- choosing an instrument -- the first lesson -- playing a note -- reading music -- practice makes perfect -- the student orchestra,['bowed stringed instruments'],"['stringed instruments', 'musical instruments', 'bowed stringed instruments']",m,{'bowed stringed instruments': 3}
aretha franklin,"explores the life of the artist who has won more grammy awards than any other female singer and who, along with her success in soul and gospel music, has been inducted into the rock and roll hall of fame",child of the gospel -- the first recordings -- success at atlantic -- voice of her time -- down but never out -- new directions,['soul musicians'],"['african american women singers', 'african american singers']",m,{'soul musicians': 16}
the history of the blues,"gives a history of blues music from its origins to the present day, with discussions of its african roots and its influence on other music",birth of the blues -- roots of the blues -- the mississippi delta -- urban blues -- the blues revival -- the blues today,['blues (music)'],"['blues (music)', 'blues-rock music', 'blues (music) in art']",m,{'blues (music)': 1}
ray charles,"traces the personal life and musical career of the blind singer, musician, and composer, ray charles",a southern childhood -- early travels and gigs -- breakthrough stardom -- ups and downs -- the 1980s comeback -- on cruise control,['singers'],"['blind musicians', 'rhythm and blues musicians']",m,{'singers': 102}
the music kit,"various tasks, activities and learning experiences are presented to help students master the basic music fundamentals",[1] workbook -- [2] rhythm reader and scorebook,['music theory'],"['school music', 'sheet music']",m,{'music theory': 44}
young musicians in world history,"profiles thirteen musicians who achieved high honors and fame before the age of twenty-five, representing many different time periods and musical styles",louis armstrong -- johann sebastian bach -- ludwig van beethoven -- pablo casals -- sarah chang -- ray charles -- charlotte church -- bob dylan -- john lennon -- midori -- wolfgang amadeus mozart -- niccolo paganini -- isaac stern,['musicians'],"['teenage musicians', 'music and youth', 'music and history', 'new wave musicians']",m,{'musicians': 8}
disney's easy to read treasury,"eighteen selections based on toy story, lion king, aladdin, lady and the tramp, mulan, the little mermaid, beauty and the beast, a bug's life, pocahontas, and winnie the pooh","toy story: buzz and the bubble planet / by judy katschke -- the lion king: roar! / by patricia grossman -- aladdin: abu monkeys around / by anne schreiber -- lady and the tramp: what's that noise? / by carol pugliano-martin -- mulan: lost! / by kathryn cristaldi mckeon -- the little mermaid: ariel and the very best book / by patrick daley and joan michael -- beauty and the beast: chip's favorite season / by patrick daley -- a bug's life: flik's perfect gift / by judy katschke -- pocahontas: where's flit? / by bettina ling -- aladdin: genie school / by ka alister -- the lion king: simba's pouncing lesson / by gail tuchman -- toy story : to school and beyond / by judy katschke -- winnie the pooh: tiggers hate to lose / by isabel gaines -- winnie the pooh: the giving bear / by isabel gaines -- winnie the pooh: eeyore finds friends / by isabel gaines -- winnie the pooh: pooh's surprise basket / by isabel gaines -- winnie the pooh: be quiet, pooh! / by isabel gaines -- winnie the pooh: pooh's scavenger hunt / by isabel gaines","[""children's stories, american""]","[""children's stories"", 'disney characters', 'toy and movable books']",m,"{""children's stories, american"": 5}"
parenting by heart : how to stay connected to your child in a disconnected world,"showing what actually works rather than what theoretically ""should"" work, here are hundreds of step-by-step, tested solutions that will help make parents feel more confident about how to instill values, be in charge, and stay connected with today's kids in these modern and often difficult times",i basic myths and a new framework -- ii everyday myths and everyday skills,['parenting'],"['parenting', 'family life education']",m,{'parenting': 1}
conducting with feeling,a collection of ideas by today's leading conductors on how a conductor develops feelings for a piece of music and communicates those feelings to an ensemble --from publisher's description,the conductors -- exploring the communication of musical feeling -- musical experience and the role of feeling -- developing musical feeling -- communicating musical feeling -- teaching conductors,"['conducting', 'conductors (music)']","['conductors (music)', 'conducting']",m,"{'conducting': 2, 'conductors (music)': 1}"
"son of thunder and other libretti ; the lay of the last dromon of herragol : rhapsodic ventures into time, space and the soul","contains eleven new libretti for famous 18th and 19th century scores, six are extraterrestrial and futuristic, four are contemporary and one is biblical also included is one original saga: the lay of the last dromon of herragol","son of thunder (wagner, tannhauser) -- pilgrimage (wagner, parsifal) -- conch chernigan (wagner, the flying dutchman) -- the shofar (mozart, the magic flute) -- the tesseract cycle : preface -- the tesseract (wagner, das rheingold) -- the trapezium (wagner, die walkure) -- the coalsack (wagner, siegfried) -- shards of glory (wagner, gotterdammerung) -- the free-birther (wagner, lohengrin) -- fagan's faire (wagner, lohengrin) -- ester (verdi, nabucco) -- the lay of the last dromon of herragol",['operas'],"['music in literature', 'science fiction in music', 'holocaust, jewish (1939-1945), in music']",m,{'operas': 6}
current outlook & future prospects of the capital market,with reference to sri lanka,1 capital market--current outlook & future prospects / arjuna hearth -- 2 corporate debt market in sri lanka / nihal fonseka -- 3 future outlook of the capital market / hiran mendis,['capital market'],"['capital market', 'global financial crisis, 2008-2009', 'financial services industry', 'macroeconomics']",m,{'capital market': 1}
aesthetic and scientific values in carnatic music,on carnatic music chiefly instrumental; includes musical notation for different ragas,v 2 1999-2004,"['music', 'carnatic music', 'vina']","['carnatic music', 'hindustani music', 'hindu music']",m,"{'music': 82, 'carnatic music': 1, 'vina': 379}"
an agro-socio-economic evaluation of opium replacement crops for the highlands [microform],with reference to northern thailand,v 1 main report -- v 2 vegetable crops: production costs and returns,"['crops', 'crops', 'opium', 'opium', 'shifting cultivation', 'shifting cultivation']","['opium', 'agricultural development projects', 'crops']",m,"{'crops': 3, 'opium': 1, 'shifting cultivation': 6}"
destiny's child,"profiles the successful singing group that came together at an audition for pop artists in houston in 1991 and went on to become the chart-topping r&b group, destiny's child",the grammy awards -- childhood dreams -- destiny's debut -- the writing's on the wall -- surviving and thriving -- on the road -- independent women,['singers'],"['african american singers', 'african american women singers']",m,{'singers': 14}
dixie chicks,"chronicles the rise to fame of the girl group whose music combines the traditional sounds of country with a mixture of modern country, texas swing, bluegrass, and a touch of rockabilly",from honky tonks to center stage -- two chicks hatch and grow -- the dixie chicks unite -- a new chick changes everything -- chicks rule! -- chicks court controversy -- chicks in the new millenium,['country musicians'],"['americana (music)', 'country musicians', 'country music']",m,{'country musicians': 2}
the history of country music / by stuart a kallen,"a history of country music which discusses its roots, influences, and various types including bluegrass, honky tonk, cowboy music, western swing, and rockabilly","introduction : american roots music -- the early years of country -- the sounds of bluegrass -- honky tonk music -- cowboy music and western swing -- rockabilly music -- the nashville hit makers -- new sounds, new fans",['country music'],"['americana (music)', 'country music', 'country musicians']",m,{'country music': 2}
dave matthews band,an account of the formation of the dave matthews band and its rise to become one of the top groups in the world of rock music,"the watcher -- growing up with music -- charlottesville -- ""davespeak"" -- crash -- the view from here",['rock musicians'],"['bands (music)', 'rock groups', 'rock music fans']",m,{'rock musicians': 6}
aerosmith,"profiles aerosmith, the rock group whose string of hits, which has spanned over twenty-five years, includes ""dream on,"" ""walk this way,"" and ""draw the line""",nine lives -- the heart of rock and roll -- slow rise -- the peak and the valley -- come together -- blue sky,['rock musicians'],"['rock groups', 'rock music']",m,{'rock musicians': 6}
beck,"profiles grammy award winner beck hansen, better known as beck, whose unconventional musical style, generally characterized as alternative rock, contains elements of folk, blues, hip hop and other genres","from ""loser"" to winner -- a family of artists -- reluctant slacker -- cut-and-paste whiz kid -- brave new sound -- art always wins",['alternative rock musicians'],"['popular music and art music', 'popular music genres']",m,{'alternative rock musicians': 4}
music,"covers the various positions available in the field of music, discussing qualifications, training, job opportunities, and technological advances",music for life -- composers -- musicians -- music educators -- music publicists -- music therapists -- recording engineers,['music'],"['music journalists', 'musicologists', 'music and technology']",m,{'music': 38}
rock 'n' roll,"traces the evolution of rock music, from les paul in the 1950s through the beatles and beach boys to mtv and live-aid concerts",red hot red -- hell breaks loose -- rock 'n' roll evolves -- i want my mtv! -- rock music's ultimate act -- chronology -- glossary,['rock music'],"['rock music', 'rock music fans']",m,{'rock music': 1}
mahalia jackson : the voice of gospel and civil rights,a biography of the renowned gospel singer who hoped that her art would further the cause of civil rights for african americans,"""i been 'buked and i been scorned"" -- a small girl with a big voice -- a new start -- a ""fish-and-bread"" singer -- ""move on up a little higher"" -- a turning point -- civil rights, television, and the movies -- traveling to the holy land -- love and loss -- a star that continues to shine",['gospel musicians'],"['african american women singers', 'african american singers', 'gospel music']",m,{'gospel musicians': 5}
ritchie valens,"a brief biography of the young singer from california who became the first latino rock star, only to die in 1959, shortly after he had achieved stardom",a troubled home -- little richard of the valley -- the silhouettes -- fame! -- winter dance party,['singers'],"['hispanic american musicians', 'mexican american musicians', 'mothers of rock musicians']",m,{'singers': 24}
i'm good at making music,"explains what music is and how it feels to make music, and shows how different musical instruments are played",what is making music? -- how do i play the drum? -- how do i play the triangle? -- how do i play the sticks? -- how do i play the sand blocks? -- how do i play the kazoo? -- how do i play the xylophone? -- how do i play the shakers? -- how do i feel when i make music? -- quiz,['preschool music'],"['performance practice (music)', 'music as recreation', 'musical instruments']",m,{'preschool music': 15}
aaron carter,"profiles aaron carter, who followed his brother nick of the backstreet boys into pop music stardom and became the youngest singer to have four consecutive top 10 singles in england","child star -- a normal boy, but not for long -- cartwheeling into a career -- backstreet brother -- ""little prince of pop""",['rock musicians'],"['boy bands', 'teenage musicians', 'popular music']",m,{'rock musicians': 64}
bob dylan,"profiles bob dylan, a singer and songwriter for over forty years who is known for such songs as ""blowin' in the wind,"" ""just like a woman,"" and ""things have changed,"" the academy award winning song from the film, ""wonder boys""",rock's greatest poet -- hibbing days -- moving on -- changing times -- new directions -- the never ending tour,['rock musicians'],"['political ballads and songs', 'poets, american', 'rockabilly musicians']",m,{'rock musicians': 13}
disney's americana storybook collection,"features such legendary heroes as paul bunyan and pecos bill, historical greats like benjamin franklin and paul revere, and many other quintessentially american favorites, including casey at the bat, dumbo, and old yeller","ben and me -- goofy, movie star -- dumbo -- pecos bill -- mickey's walt disney world adventure -- paul revere -- pluto pup goes to sea -- paul bunyan -- old yeller -- casey at the bat -- the ugly dachshund -- john henry -- toby tyler -- mickey mouse's picnic -- pollyanna -- the little house -- the brave engineer","['disney characters', ""children's stories, american"", 'folklore']","['disney characters', ""children's stories, american""]",m,"{'disney characters': 1, ""children's stories, american"": 2, 'folklore': 67}"
the mystery of the black rhino,"""hunters in nairobi are threatening more than a few animals""",threat on the subway -- suspicious passenger -- two of the engines are gone! -- danger over africa -- shopkeeper in mambasa curios -- riot! -- poachers on the loose -- escape! -- death in the hospital -- disguised -- secret of the hotel zebra -- under surveillance -- fire! -- death of the black rhino -- watson's surprise,['poaching'],"['rhinoceroses', 'poaching']",m,{'poaching': 2}
who was wolfgang amadeus mozart?,"explores the life and work of the prolific eighteenth-century austrian composer who began life as a child prodigy, composing music at the age of five, and died a pauper at age thirty-five","who was wolfgang amadeus mozart? -- little boy, big talent -- seeing the world -- the wonder boy grows up -- on his own -- family man -- an untimely end",['composers'],['music and history'],m,{'composers': 17}
dvořák in america : in search of the new world,"an account of antonin dvorak's 1890s stay in america, where he took the essences of indian drums, slave spirituals, and other musical forms and created from them a distinctly new music","prelude: young harry burleigh -- new york greets dvořák -- dvořák gets his bearings -- buffalo bill and hiawatha -- dvořák and the ""yellow"" press -- spillville -- the new world symphony -- a tale of two cities -- postlude: old harry burleigh",['composers'],"['music and history', 'americana (music)']",m,{'composers': 106}
the life and times of johann sebastian bach,discusses the life and career of the eighteenth-century german composer and organist,a towering reputation -- a career in music begins -- growing fame -- tragedy and recovery -- bach's legacy,['composers'],"['music and history', 'jewish composers']",m,{'composers': 28}
the life and times of ludwig van beethoven,discusses the life and career of the nineteenth-century austrian composer,new pianist in town -- an unhappy childhood -- conflict -- escape in music -- vienna's mad genius -- a final triumph,['composers'],"['music and history', 'music and philosophy', 'holocaust, jewish (1939-1945), in music']",m,{'composers': 57}
blind boone : piano prodigy,"presents the life and career of the blind pianist who toured the country after the civil war, bringing ragtime and other african american music to the concert stage",growing up blind -- adventures in saint louis -- kidnapped! -- new horizons -- the challenge -- the early years -- a concert career -- ragtime and jim crow -- the final years,"['blind musicians', 'african american musicians']","['blind musicians', 'african american musicians']",m,"{'blind musicians': 1, 'african american musicians': 2}"
the life and times of george frideric handel,discusses the life and career of the eighteenth-century german composer,swords unsheathed -- the making of a musician -- the royal academy of music -- how a german prince became king of england -- the peak of popularity,['composers'],"['music and history', 'holocaust, jewish (1939-1945), in music', 'music and philosophy', 'music and diplomacy']",m,{'composers': 26}
the life and times of franz joseph haydn,discusses the life and career of the eighteenth-century austrian composer,papa haydn -- a working childhood -- success begins -- musician -- fame,['composers'],"['music and history', 'holocaust, jewish (1939-1945), in music']",m,{'composers': 29}
