title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
confronting the challenges of networked resources and the web [computer file],"a conference designed to bring together authorities in the cataloging and metadata communities to discuss outstanding issues involving improved discovery and access to web resources within the framework of international standards intended to produce recommendations that will help the library of congress, the framers of aacr, and the library profession develop and implement an effective response to the bibliographic challenges posed by the proliferation of web resources","what's new -- greetings from the director for cataloging -- conference program -- speakers, commentators, and papers -- conference sponsors -- conference discussion list -- logistical information for conference participants -- conference organizing team","['cataloging of computer network resources', 'libraries', 'digital libraries']","['libraries and the internet', 'online library catalogs', 'library catalogs']",z,"{'cataloging of computer network resources': 108, 'libraries': 28, 'digital libraries': 4}"
katharine graham and 20th century american journalism,a brief biography of the pulitzer prize-winning author and washington post publisher who helped lead the newspaper's coverage of the watergate scandal,who was katharine graham? -- school days -- family life -- the washington post -- after the post,"['publishers and publishing', 'newspaper publishing']","['women journalists', 'newspaper publishing', ""women's periodicals, american""]",z,"{'publishers and publishing': 11, 'newspaper publishing': 2}"
ciphers and codes,"presents an overview of various types of codes and ciphers used throughout history, famous cryptologists, and how to create your own secret messages",what are ciphers and codes? -- cryptology and the arabs -- cryptology in the american revolutionary war -- cryptology in the american civil war -- quilt codes and spirituals show the way to freedom -- semaphore signaling -- world war i -- world war ii -- navajo code talkers -- famous cryptologists -- cryptology in literature -- modern cryptology -- the tools of cryptology -- invisible ink -- ancient ciphers -- pig pen cipher -- key word cipher -- the twisted path cipher -- break the cipher! some helpful hints,"['cryptography', 'ciphers']","['ciphers', 'cryptography', 'espionage', 'transmission of texts', 'arabic imprints']",z,"{'cryptography': 2, 'ciphers': 1}"
internet power research using the big6 approach,"provides instructions for using the ""big6"" research method and scenarios for applying the technique to research conducted on the internet",task definition -- information seeking strategies -- location and access -- use of information -- synthesis -- evaluation -- big6 wrap-up,"['computer network resources', 'research', 'electronic information resource literacy']","['internet research', 'internet marketing']",z,"{'computer network resources': 24, 'research': 60, 'electronic information resource literacy': 37}"
careers in focus publishing,"describes jobs in publishing, including professional, educational, and personal requirements, salary, work environment, job future, and sources for more information",advertising workers -- art directors -- bindery workers -- book editors -- cartoonists and animators -- columnists -- desktop publishing specialists -- editors -- foreign correspondents -- graphic designers -- indexers -- literary agents -- magazine editors -- newspaper editors -- photographers -- prepress workers -- printing press operators and assistants -- reporters -- science and medical writers -- technical writers and editors -- webmasters -- writers,"['book industries and trade', 'publishers and publishing']","['newspaper publishing', 'literature publishing', 'publishers and publishing']",z,"{'book industries and trade': 31, 'publishers and publishing': 3}"
the printing press,"explains the mechanics of the first printing press, invented in germany by gutenberg in the fifteenth century, and describes the press's revolutionary impact on the world","speaking, writing, and reading -- scribes and scrolls -- was china first? -- how gutenberg did it -- printing, printing, everywhere -- the print shop : a cultural center -- from apprentice to master -- an aid to science -- from luther to plymouth rock -- the printing press and democracy -- many voices -- in love with the printed word -- the power of print -- the new place of print","['printing', 'printing', 'printing presses']","['printing presses', 'printing']",z,"{'printing': 2, 'printing presses': 1}"
jeff bezos : business genius of amazoncom,"explores the life and career of the creator of the online bookstore amazoncom, discussing his early interest in computers, business philosophy, and plans for the future",the visionary -- the explorer -- the mastermind -- the pioneer -- the hurricane's eye,"['booksellers and bookselling', 'internet bookstores']","['book industries and trade', 'booksellers and bookselling', 'business']",z,"{'booksellers and bookselling': 2, 'internet bookstores': 115}"
"lives, the biography resource [electronic resource]","links to english language biographical resources available on the web, mostly for individuals who are no longer living or whose public life and career are well behind them",individuals -- collections -- special collections -- about lives -- books and music -- links -- awards -- search this site,['biography'],"['biography', 'biography as a literary form']",z,{'biography': 1}
john newbery and the story of the newbery medal,profiles eighteenth-century british children's book publisher john newbery and lists the winners of the award created in his honor from its inception in 1922 through 2003,john newbery's wonderful idea -- a farmer's son -- newbery the merchant -- newbery's trip -- london in newbery's time -- a little pretty pocket book -- a very busy man -- newbery's final years,"['newbery medal', ""children's literature"", 'publishers and publishing', 'children']","['newbery medal', 'literary prizes', ""children's literature, american"", ""children's literature""]",z,"{'newbery medal': 1, ""children's literature"": 4, 'publishers and publishing': 27, 'children': 488}"
from idea to book,"explains the process of making a book by following the production of nancy carlson's book, ""it's not my fault!,"" through its stages of writing, illustrating, editing, designing, printing, and binding",the writer has an idea -- the story is written -- the story is sent to a publishing company -- the pictures are sketched -- the art is finished -- computer files are made -- the pages are printed -- the paper is folded -- the cover is glued on -- the book is ready to read,"['books', 'book industries and trade']","['book design', 'book editors']",z,"{'books': 7, 'book industries and trade': 10}"
"the book industry in india : context, challenge and strategy",contributed articles on book publishing industry in india,"the story of paper: corner stone of publishing industry -- pioneers of printing and publishing in india -- globalisation in indian book production -- design and aesthetics in the creation of books -- publishing for literacy -- school textbooks in india -- school textbook for through the ages -- children's books in india -- school book publishing in india -- privatisation of school textbooks -- college and university textbooks -- low priced text books in india -- paperback publishing in india -- market for novels from a publishers' perspective -- stars of india's newest literature -- academic and scholarly books in india -- stm books in india -- publishing science and technology books in india -- looking for bestsellers -- retail bookselling in india -- women's publishing in india -- law books in india -- bookselling in eastern india -- distribution of books: the indian situation -- the book industry in india -- importance of media, publicity and book promotion in india exhibitions and books fairs: national and international -- academic journals from india -- history of goc and its relevance in present day -- book export in india","['book industries and trade', 'publishers and publishing']",['book industries and trade'],z,"{'book industries and trade': 1, 'publishers and publishing': 4}"
creating french culture [electronic resource] : treasures from bibliothèque nationale de france,"online version of an exhibition held at the library of congress from september 8 to december 31, 1995 traces the history of the relationship between politics and culture from charlemagne to charles de gaulle through more than 200 ""treasures"" from the bibliothèque nationale de france",introduction -- monarchs and monasteries -- the path to royal absolutism -- the rise and fall of the absolute monarchy -- from empire to democracy -- conclusion -- acknowledgments,"['rare books', 'manuscripts']","['historians', 'france', 'art, romanesque']",z,"{'rare books': 36, 'manuscripts': 176}"
world treasures of the library of congress [electronic resource],"a continuing series of exhibitions featuring the library's most treasured materials whose intent is the exploration of many and varied cultures reflected in the collection and will have changing themes, each lasting a year or more",beginnings,['library resources'],"['library exhibits', 'library collections', 'subject headings, library of congress']",z,{'library resources': 110}
treasures of keio university [electronic resource],"provides information and digital facsimiles of the treasures of keio university, including the keio gutenberg bible, medieval manuscripts, european books and manuscripts, japanese maps and wood-block prints, and selected classical books on natural history provides links to information on specific treasures and the humanities media interface project (humi project) home page","the keio gutenberg bible & incunabula -- natural history books -- european illustrated books & manuscripts, c 1400-1700 -- medieval manuscripts -- japanese maps -- japanese wood-block prints","['rare books', 'manuscripts', 'natural history', 'incunabula', 'wood-engraving, japanese', 'map collections']","['manuscripts, medieval', 'manuscripts, european', 'manuscripts, byzantine']",z,"{'rare books': 29, 'manuscripts': 32, 'natural history': 75, 'incunabula': 40, 'wood-engraving, japanese': 19, 'map collections': 439}"
the battle of iwo jima : a resource bibliography and documentary anthology,"""part one, offers information on more than 800 books, magazines, official documents, audio-visual materials and online resources about the battle of iwo jima part two, offers the texts of hard-to-locate documents; a series of maps showing the day-by-day progression of the battle; and a selection of poetry inspired by the battle""--provided by publisher","books -- bibliographies -- official documents -- periodicals -- audio and video -- online resources and miscellaneous -- organizations -- the summer of '44: the decision to invade iwo jima / by jeff hunt -- it's official cincpoa communique no 264 -- the public announcement: iwo jima invaded -- a plea for japanese surrender -- rabbi gittelsohn's eulogy -- announcing the victory: admiral nimitz's communique and press release -- day-by-day battle activity maps -- japan surrenders: the voice of the crane -- joint statement by the united states and japan, 1990 -- memorial eulogy by taro kuribayshi, 1993 -- address by the president of the united states on the fiftieth anniversary of the battle of iwo jima -- the poetry of iwo jima","['iwo jima, battle of, japan, 1945', 'iwo jima, battle of, japan, 1945']","['iwo jima, battle of, japan, 1945', 'command of troops']",z,"{'iwo jima, battle of, japan, 1945': 1}"
library and information profession in india,"festschrift of contributed articles for pogula sesha giri kumar, b 1946, indian librarian; includes biographical references","v 1, pts 1-2 reflections and redemptions -- v 2 assessment of the man and his work","['public libraries', 'library information networks', 'information scientists', 'information services']","[""librarians' writings, american"", 'libraries and society']",z,"{'public libraries': 116, 'library information networks': 126, 'information scientists': 230, 'information services': 150}"
"proceedings from the conference ""preserving the present for the future, strategies for the internet"" [electronic resource] : the royal library, copenhagen 18th -19th of june 2001","an archived document of denmark's electronic research library containing the proceedings of a conference whose objective was ""to address strategies and methodologies for preserving the activities on the internet for future generations"" the conference dealt with the following themes: user expectations, access to archived content, strategies for creating archives, and questions to be answered in defining a national strategy individual papers are presented as word, pdf, or powerpoint text files","cyberculture, management of online dynamic cultural assets and ethnohistory (word, pdf) / seamus ross -- internet : a cultural heritage of our time / niels ole finnemann -- the importance of preserving the dynamic aspects of the internet / niels brogger -- which knowledge will be lost? : new preservation strategies for the cultural heritage of the post-industrial societies (pdf, power point) / jorgen burchardt -- digital design history : a style history of the development of graphic design on the internet / ida engholm -- the history of media archives : lessons to learn? / eva fonss-jorgensens -- nordic web archive / sverre bang -- legal aspects of archives and access / martin von haller -- ""traditional"" web-harvesting / allan arvidsson -- pandora : selective web-harvesting (word, power point) / warwick cathro -- danish legal deposit : experience & the need for adjustments (word, power point) / brigit henriksen -- archiving experience, not data (power point, pdf) / birte christensen-dalsgaard -- closing remarks / erland kolding nielsen","['digital preservation', 'internet', 'electronic information resources', 'information technology', 'information society']","['digital preservation', 'copyright and digital preservation', 'digital libraries']",z,"{'digital preservation': 1, 'internet': 93, 'electronic information resources': 40, 'information technology': 120, 'information society': 16}"
"knowledge lost in information : [electronic resource] : report of the nsf workshop on research directions for digital libraries, june 15-17, 2003, chatham, ma","presents the final report of the nsf workshop on research directions for digital libraries held june 15-17 in chatham, mass report includes the findings and recommendations of the workshop participants","transforming the information landscape -- the framework for digital libraries research -- sustaining key digital resources -- emerging research opportunities and the ""grand challenge"" problems -- knowledge at hand","['digital libraries', 'electronic information resources']","['digital libraries', 'libraries and the internet']",z,"{'digital libraries': 1, 'electronic information resources': 19}"
the role of reading in nine famous lives,"""this book attempts to demonstrate the role that reading has played throughout the course of history the subjects are presented in chronological order according to birth respective chapters contain brief biographies of the subjects and discuss the ways in which each used books as a principal aid in the development of his or her exceptional talents""--provided by publisher",benjamin franklin -- thomas jefferson -- abraham lincoln -- frederick douglass -- susan b anthony -- booker t washington -- pearl s buck -- louis l'amour -- nelson mandela,"['celebrities', 'books and reading', 'celebrities']","['authors and readers', 'literature and society', 'biography as a literary form']",z,"{'celebrities': 290, 'books and reading': 12}"
"the jewish story finder : a guide to 363 tales, listing subjects and sources","""a subject guide to hundreds of jewish stories, this book's purpose is to help teachers, rabbis, librarians, folklorists, parents, and storytellers find the right story to match their need it also will lead educators to a wealth of jewish stories on universal themes for use in multicultural programs for all ages""--provided by publisher","god, faith, and prayer -- the torah, the talmud, and their study -- biblical characters and events -- quests for sacred objects and holy encounters in later times -- rabbis : wit and wisdom -- wonder weavers : tales of magic -- angels, demons, spirits, gilguls, dybbuks, and golems : the supernatural -- talking animal tales and fables -- tricksters and fools -- human stories -- tales for festivals and holidays","['jews', 'jewish folk literature', 'jewish folk literature', 'jewish folk literature', 'jewish legends', 'tales']","['jewish legends', 'jewish folk literature']",z,"{'jews': 12, 'jewish folk literature': 2, 'jewish legends': 1, 'tales': 6}"
exhibits in libraries : a practical guide,"""library exhibits can inspire and educate, stimulate an interest that can be explored in a book, or attract visitors who otherwise wouldn't stop by displays are an opportunity to put a creative foot forward or help patrons navigate the facility this ""how-to"" includes everything a librarian needs to know to put on an exhibit""--provided by publisher",exhibits from beginnings to libraries -- exhibit theory -- learning theory -- status of exhibits in libraries today -- the basic exhibit process -- the comprehensive exhibit process -- traveling exhibits -- hands-on exhibits -- the exhibit program -- cataloging library exhibits and exhibit objects -- examples of exhibits in libraries -- exhibits in libraries : three course syllabi,['library exhibits'],"['library exhibits', 'library decoration', 'libraries and education']",z,{'library exhibits': 1}
"librarians, literacy, and the promotion of gender equity","""this book addresses today's need for literacies in technology, reading, information, and numbers, as well as visual, aural, and media literacy with consideration of the latest research, it focuses on how gender affects the way these literacies are learned, experienced, and used""--provided by publisher",gender and learning -- teaching and learning -- technology literacy -- reading literacy -- information literacy -- numeracy -- visual literacy -- aural literacy -- media literacy -- interdependence of literacies,"['information literacy', 'information retrieval', 'gender identity in education', 'library orientation for school children', 'media programs (education)', 'school librarian participation in curriculum planning']","['libraries and women', 'minority librarians', 'libraries and education', 'women in library science']",z,"{'information literacy': 26, 'information retrieval': 292, 'gender identity in education': 107, 'library orientation for school children': 19, 'media programs (education)': 218, 'school librarian participation in curriculum planning': 63}"
"differences between, changes within : guidelines on when to create a new record","this publication provides guidance to the cataloger about whether or not to create a new bibliographic record general guidelines are followed by specific guidelines for manifestation-level records for single part monographs, multipart monographs, integrating resources, and serials the text describes what constitutes a major difference between manifestations, requiring the creation of an original record, as well as detailing major changes within a serial manifestation that would lead to the creation of a new record in addition, guidance is provided regarding minor changes that would not require a new bibliographic record, but might necessitate updating an existing record",general guidelines -- basic guidelines -- specific guidelines single-part monographs ; multipart monographs ; integrating resources ; serials (differences between resources) ; serials (changes within a manifestation) -- major differences : when to create a new record (charts),"['descriptive cataloging', 'copy cataloging', 'titles of publications']","['cataloging in publication', 'subject headings, library of congress', 'classification, library of congress']",z,"{'descriptive cataloging': 18, 'copy cataloging': 19, 'titles of publications': 26}"
burning books,"""this work provides a detailed account of book burning worldwide over the past 2000 years the book burners are identified, along with the works they deliberately set aflame""--provided by publisher",the magic of books and fire -- burning blasphemous-heretical books -- burning seditious-subversive books -- burning obscene-immoral books,['book burning'],"['book burning', 'book thefts']",z,{'book burning': 1}
books for the journey : a guide to the world of reading,"contains alphabetical listings of books for young adults separated into five categories with author, year of earliest publication and suggested grade levels included designed for use by teens, parents, educators, other adults and those for whom english is a second language","foreword / meg gorman -- reading from the books of life / john h wulsin, jr -- reader's road map / anne j greer -- ""dear reader"" / billy collins -- drama, mythology, poetry and sacred writing -- fiction -- biography and history -- nonfiction -- seniors look back","['books and reading', 'best books', 'young adults', 'teenagers']","['young adult literature', 'young adult literature, american', ""children's literature, american""]",z,"{'books and reading': 21, 'best books': 11, 'young adults': 201, 'teenagers': 262}"
advanced applications with microsoft word : microsoft office 2003,"provides project-based applications that build document processing skills and integrate realistic business practices as well as other key software applications projects provide coverage of basic and advanced word processing skills, workplace communication skills, along with opportunities for critical thinking","welcome to ubi -- project 1 ubi administrative services -- focus: office productivity -- 1-1 learning about us -- task 1 mission statement with graphics -- task 2 services report with styles -- task 3 schedule of fees (table) -- task 4 organizational chart -- task 5 fee schedule edits -- task 6 self-management -- task 7 software evaluation -- 1-2 standardizing document formats -- task 1 letter format -- task 2 memo template -- task 3 fax template -- task 4 report format -- task 5 business plan outline -- 1-3 updating directories -- task 1 employee directory (access) -- task 2 company master list -- task 3 company directory -- task 4 company policies -- 1-4 managing files -- task 1 file management structure -- task 2 shared file management structure -- task 3 move files to new folders -- 1-5 designing forms -- task 1 application form -- task 2 admission checklist -- task 3 ubi services request -- project 1 checkpoint -- communication skills training session 1 -- project 2 cmf communications, inc -- focus: communication -- 2-1 creating the ubi website -- task 1 website edits -- task 2 incubator companies web page -- task 3 organizational chart web page -- task 4 about ubi web page -- task 5 faqs web page -- 2-2 setting up committees -- task 1 file management -- task 2 contact list -- task 3 confirmation letter -- task 4 agenda -- task 5 minutes -- task 6 address labels -- 2-3 preparing the grand opening budget -- task 1 budget -- task 2 chart -- task 3 transmittal letter (merge) -- task 4 budget revision -- task 5 e-mail with attachment -- 2-4 planning grand opening activities -- task 1 schedule of events -- task 2 e-mail with attachment -- task 3 website update -- task 4 final schedule of events -- task 5 e-mail with attachment --","['word processing', 'business']","['word processing', 'business report writing', 'application software']",z,"{'word processing': 1, 'business': 85}"
bengali drama,bibliography covering the period from late 18th century to 2000 ad,vol 1 from the late 18th century to 1900,"['bengali drama', 'bengali drama']","['bengali drama', 'manuscripts, hindi', 'bibliography, critical']",z,{'bengali drama': 1}
"the literary filmography : 6,200 adaptations of books, short stories and other nondramatic works","""a guide to english-language works that have been adapted as theatrical and television films, this volume includes books (both fiction and non-fiction), short stories, newspaper and magazine articles and poems entries are arranged alphabetically by literary title with cross-listings for films made under different titles""--provided by publisher","v 1, preface, a-l -- v 2 m-z, bibliography, index","['film adaptations', 'television adaptations', 'literature']","['film adaptations', 'television adaptations', 'english fiction']",z,"{'film adaptations': 1, 'television adaptations': 2, 'literature': 47}"
a broadening conversation : classic readings in theological librarianship,"""as the american theological library association (atla) celebrates the important milestone of its 60th anniversary this year, the editors have brought together in a single-volume anthology some of the best contributions to this field essays and papers from the past sixty years are grouped into six topical chapters (theological librarianship's characteristics, dimensions, educational role, settings, development within atla's sixty years, and most noteworthy changes), each of which is introduced by a present-day theological librarian""--from source other than the library of congress","part 1: the distinctive character of theological librarianship introduction / anne richardson womack -- theological librarianship as a ministry / raymond p morris -- the theological librarian: his commitment and strategy / james j kortendick -- developing professionally on the job / david w faupel -- that they all may be one / simeon daly -- some values in theological librarianship / james dunkly -- on spiritual reading and religious reading in peril: president's address / milton j (joe) coalter -- power and responsibility: reflections on theological librarianship / sharon taylor -- part 2: theological librarians at work introduction / monica corcoran -- the cataloger and instruction / helen b uhrich -- problems in manuscript cataloging / julia h macleod -- archival good works for theologians / lester j cappon -- changing a pile of books into a library / john j shellem -- collection development in a theological research library / caroline whipple -- circulation in theological libraries: seeking and saving the lost / thomas f gilbert -- parchment, paper, pdf: the literature of theological librarianship / david r stewart -- part 3: the theological librarian as educator introduction / roger l loyd -- seminary libraries and theological education / lr elliott -- the community of learning / helen b uhrich -- professors and librarians: partners in the oikumené / paul a crow jr -- theological libraries revisited / leon pacala -- the structures of religious literature: conceptual frameworks for improving bibliographic instruction / andrew d scrimgeour -- theological libraries and theological librarians in theological education / james dunkly -- part 4: theological libraries: contexts and constituencies introduction / michael bramah -- joint panel discussion: the library in the life of the seminary / robert f beach (moderator) -- some thoughts on the joint theological school-liberal arts college library / arthur e jones jr -- the theological library: servant or -- partner? / claude welch -- religious studies and theology / john e wilson -- serving the religion information needs of the public / mary a dempsey -- part 5: the american theological library association: reflections and reminiscences introduction / john a bollier -- seminary librarians (greetings and challenges from ats) / lewis j sherrill -- six years of atla: a historical sketch / lr elliott -- building on our strengths for the future / elmer j o'brien -- a look at the past / g paul hamm -- a combined greeting to atla 40 and reflection on atla 1 / ernest g white -- part 6: changes and challenges introduction / eileen k crawford -- on the union classification / julia pettee -- when catholic and protestant theologies meet / gustave weigel -- contemporary challenges to theological librarianship / connoly c gamble jr -- the index to religious periodical literature: past, present, and future / g fay dickerson and john a peltz -- revolution, evolutions, and syndromes / decherd turner -- can serious academic religious book publishing survive in an age of pop culture? / clayton e carlson -- globalization and theological libraries / robert j schreiter -- shadow and substance / roy stokes",['theological libraries'],"['theological libraries', ""librarians' writings, american""]",z,{'theological libraries': 1}
dear author : letters of hope,"letters from celebrated authors respond to an array of tough and meaningful questions from their young fans, giving a glimpse into the hearts and souls of kids today and the writers who have changed their lives",laurie halse anderson -- sandy asher -- ta barron -- joan bauer -- marion dane bauer -- cherie bennett -- edward bloor -- sue ellen bridgers -- chris crutcher -- christopher paul curtis -- lois duncan -- alex flinn -- adrian fogelin -- nancy garden -- patricia hermes -- sara holbrook -- anne c lemieux -- chris lynch -- janet mcdonald -- rodman philbrick -- marilyn reynolds -- john h ritter -- neal shusterman -- jerry spinelli -- shelley stoehr -- ann turner -- ellen wittlinger,"['teenagers', 'teenagers', 'authors, american', 'young adult literature', 'authors and readers', 'young adult fiction, american']","['authors and readers', 'young adult literature', 'young adult literature, american']",z,"{'teenagers': 295, 'authors, american': 25, 'young adult literature': 2, 'authors and readers': 1, 'young adult fiction, american': 10}"
